sample_id,refined_group_count,run1_prediction_match,run2_prediction_match,prediction_changed,run1_candidate_kl,run2_candidate_kl,absolute_kl_delta
vsi_question_3132,0,0,0,0,0.22409528493881226,0.22409528493881226,0.0
vsi_question_3132,49,1,1,0,0.022534698247909546,0.022534698247909546,0.0
vsi_question_3132,98,1,1,0,0.03512878343462944,0.041789282113313675,0.006660498678684235
vsi_question_3132,128,1,1,0,0.046847209334373474,0.062428392469882965,0.015581183135509491
vsi_question_3132,160,1,1,0,0.049592867493629456,0.049592867493629456,0.0
vsi_question_3132,196,1,0,1,0.014736469835042953,0.0073401108384132385,0.007396358996629715
vsi_question_3132,245,0,0,0,0.01653905212879181,0.01653905212879181,0.0
vsi_question_3132,294,0,0,0,0.013673903420567513,0.01651429757475853,0.002840394154191017
vsi_question_3132,343,0,0,0,0.022534698247909546,0.02585415542125702,0.003319457173347473
vsi_question_3132,392,1,1,0,0.0,0.0,0.0
vsi_question_5084,0,1,1,0,0.00034921709448099136,0.00034921709448099136,0.0
vsi_question_5084,49,1,1,0,0.0,0.0,0.0
vsi_question_5084,98,1,1,0,0.001247689127922058,0.001247689127922058,0.0
vsi_question_5084,128,1,1,0,0.0023081256076693535,0.00032367417588829994,0.0019844514317810535
vsi_question_5084,160,1,1,0,0.0,0.00032367417588829994,0.00032367417588829994
vsi_question_5084,196,1,1,0,0.0023081256076693535,0.0023081256076693535,0.0
vsi_question_5084,245,1,1,0,0.00032367417588829994,0.00032367417588829994,0.0
vsi_question_5084,294,1,1,0,0.0017584857996553183,0.0017584857996553183,0.0
vsi_question_5084,343,1,1,0,0.0018545209895819426,0.0018545209895819426,0.0
vsi_question_5084,392,1,1,0,0.0,0.0,0.0
vsi_question_1569,0,1,1,0,0.11752510815858841,0.11752510815858841,0.0
vsi_question_1569,49,1,1,0,0.06385502219200134,0.06385502219200134,0.0
vsi_question_1569,98,1,1,0,0.03032754734158516,0.03032754734158516,0.0
vsi_question_1569,128,1,1,0,0.018868429586291313,0.018868429586291313,0.0
vsi_question_1569,160,1,1,0,0.006143012084066868,0.006143012084066868,0.0
vsi_question_1569,196,1,1,0,0.012896394357085228,0.008596712723374367,0.004299681633710861
vsi_question_1569,245,1,1,0,0.006143012084066868,0.0024935316760092974,0.0036494804080575705
vsi_question_1569,294,1,1,0,0.013355135917663574,0.008596712723374367,0.0047584231942892075
vsi_question_1569,343,1,1,0,0.0030820444226264954,0.0030820444226264954,0.0
vsi_question_1569,392,1,1,0,0.0,0.0,0.0
vsi_question_3722,0,1,1,0,0.0018994733691215515,0.0018994733691215515,0.0
vsi_question_3722,49,1,1,0,0.0018703974783420563,0.0018703974783420563,0.0
vsi_question_3722,98,1,1,0,0.0,0.0,0.0
vsi_question_3722,128,1,1,0,0.0018703974783420563,0.0018703974783420563,0.0
vsi_question_3722,160,1,1,0,0.0,0.0,0.0
vsi_question_3722,196,1,1,0,0.0018703974783420563,0.0018703974783420563,0.0
vsi_question_3722,245,1,1,0,0.0018703974783420563,0.0,0.0018703974783420563
vsi_question_3722,294,1,1,0,0.0,0.0,0.0
vsi_question_3722,343,1,1,0,0.0018703974783420563,0.0018703974783420563,0.0
vsi_question_3722,392,1,1,0,0.0,0.0,0.0
vsi_question_5105,0,1,1,0,0.001921175979077816,0.001921175979077816,0.0
vsi_question_5105,49,1,1,0,0.00776112824678421,0.00776112824678421,0.0
vsi_question_5105,98,1,1,0,0.00776112824678421,0.00776112824678421,0.0
vsi_question_5105,128,1,1,0,0.0069279782474040985,0.00776112824678421,0.0008331499993801117
vsi_question_5105,160,1,1,0,0.009964510798454285,0.009964510798454285,0.0
vsi_question_5105,196,1,1,0,0.003816640004515648,0.010599661618471146,0.006783021613955498
vsi_question_5105,245,1,1,0,0.0069279782474040985,0.001921175979077816,0.0050068022683262825
vsi_question_5105,294,1,1,0,0.001921175979077816,0.001921175979077816,0.0
vsi_question_5105,343,1,1,0,0.0009880615398287773,0.0009880615398287773,0.0
vsi_question_5105,392,1,1,0,0.0,0.0,0.0
vsi_question_2957,0,0,0,0,0.16623137891292572,0.16623137891292572,0.0
vsi_question_2957,49,1,1,0,0.0006260834634304047,0.0006260834634304047,0.0
vsi_question_2957,98,1,1,0,0.010069984942674637,0.010069984942674637,0.0
vsi_question_2957,128,1,1,0,0.05029948800802231,0.020264513790607452,0.030034974217414856
vsi_question_2957,160,0,0,0,0.022952014580368996,0.022952014580368996,0.0
vsi_question_2957,196,1,1,0,0.03217186778783798,0.03217186778783798,0.0
vsi_question_2957,245,1,1,0,0.02643416076898575,0.02643416076898575,0.0
vsi_question_2957,294,1,1,0,0.031787142157554626,0.031787142157554626,0.0
vsi_question_2957,343,1,1,0,0.0186273492872715,0.010069984942674637,0.008557364344596863
vsi_question_2957,392,1,1,0,0.0,0.0,0.0
vsi_question_1880,0,0,0,0,0.03392970561981201,0.03392970561981201,0.0
vsi_question_1880,49,1,1,0,0.03494158759713173,0.023567982017993927,0.011373605579137802
vsi_question_1880,98,1,1,0,0.009740177541971207,0.008291877806186676,0.0014482997357845306
vsi_question_1880,128,1,1,0,0.025376886129379272,0.015863262116909027,0.009513624012470245
vsi_question_1880,160,1,1,0,0.0020897146314382553,0.004073280841112137,0.0019835662096738815
vsi_question_1880,196,1,1,0,0.012800146825611591,0.012800146825611591,0.0
vsi_question_1880,245,1,1,0,0.01539674773812294,0.01539674773812294,0.0
vsi_question_1880,294,1,1,0,0.02518387883901596,0.021643780171871185,0.0035400986671447754
vsi_question_1880,343,1,1,0,0.0255151204764843,0.02856598049402237,0.0030508600175380707
vsi_question_1880,392,1,1,0,0.0,0.0,0.0
vsi_question_1053,0,1,1,0,0.017822928726673126,0.017822928726673126,0.0
vsi_question_1053,49,1,1,0,0.023039335384964943,0.023039335384964943,0.0
vsi_question_1053,98,1,1,0,0.012126166373491287,0.003854256123304367,0.00827191025018692
vsi_question_1053,128,1,1,0,0.019089987501502037,0.019089987501502037,0.0
vsi_question_1053,160,1,1,0,0.006427232176065445,0.009164050221443176,0.0027368180453777313
